question_id,subject,year,skill,issue_type,priority,mapping_confidence,compatibility_confidence,reliability_score,warnings
2415,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2416,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2417,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2518,SCIENCES,2024,SON_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2526,HISTORY_GEOGRAPHY_EMC,2025,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2527,HISTORY_GEOGRAPHY_EMC,2025,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2528,HISTORY_GEOGRAPHY_EMC,2025,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2529,HISTORY_GEOGRAPHY_EMC,2025,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2602,HISTORY_GEOGRAPHY_EMC,2025,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2603,HISTORY_GEOGRAPHY_EMC,2025,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2604,HISTORY_GEOGRAPHY_EMC,2025,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2605,HISTORY_GEOGRAPHY_EMC,2025,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2606,HISTORY_GEOGRAPHY_EMC,2025,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2678,SCIENCES,2025,SON_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2679,SCIENCES,2025,ENERGIE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2833,HISTORY_GEOGRAPHY_EMC,2023,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2834,HISTORY_GEOGRAPHY_EMC,2023,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2880,HISTORY_GEOGRAPHY_EMC,2024,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2005,HISTORY_GEOGRAPHY_EMC,2023,ACCORDS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2788,HISTORY_GEOGRAPHY_EMC,2026,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2790,HISTORY_GEOGRAPHY_EMC,2026,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2824,HISTORY_GEOGRAPHY_EMC,2023,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2827,HISTORY_GEOGRAPHY_EMC,2023,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2828,HISTORY_GEOGRAPHY_EMC,2023,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2830,HISTORY_GEOGRAPHY_EMC,2023,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2831,HISTORY_GEOGRAPHY_EMC,2023,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2854,HISTORY_GEOGRAPHY_EMC,2023,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2855,HISTORY_GEOGRAPHY_EMC,2023,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2856,HISTORY_GEOGRAPHY_EMC,2023,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2857,HISTORY_GEOGRAPHY_EMC,2023,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2858,HISTORY_GEOGRAPHY_EMC,2023,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2859,HISTORY_GEOGRAPHY_EMC,2023,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2925,HISTORY_GEOGRAPHY_EMC,2018,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2926,HISTORY_GEOGRAPHY_EMC,2018,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2927,HISTORY_GEOGRAPHY_EMC,2018,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2928,HISTORY_GEOGRAPHY_EMC,2018,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2929,HISTORY_GEOGRAPHY_EMC,2018,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2930,HISTORY_GEOGRAPHY_EMC,2018,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2939,HISTORY_GEOGRAPHY_EMC,2018,CONSTRUCTION_EUROPEENNE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,85.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3001,SCIENCES,2020,ENERGIE_SKILL,NONE,83.0,0.55,0.7,0.725,
2291,MATHEMATICS,2024,PROBABILITES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,82.9,0.55,0.75,0.603,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2475,MATHEMATICS,2024,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,82.9,0.55,0.75,0.603,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2476,MATHEMATICS,2024,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,82.9,0.55,0.75,0.603,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2478,MATHEMATICS,2024,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,82.9,0.55,0.75,0.603,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2482,MATHEMATICS,2024,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,82.9,0.55,0.75,0.603,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2121,MATHEMATICS,2023,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,81.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2477,MATHEMATICS,2024,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,81.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2531,MATHEMATICS,2025,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,81.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2645,MATHEMATICS,2025,PROBABILITES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,81.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2739,MATHEMATICS,2026,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,81.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2139,MATHEMATICS,2023,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,81.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2654,MATHEMATICS,2025,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,81.4,0.6,0.75,0.64,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2038,MATHEMATICS,2023,AIRES_ET_VOLUMES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2052,MATHEMATICS,2023,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2128,MATHEMATICS,2023,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2129,MATHEMATICS,2023,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2130,MATHEMATICS,2023,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2131,MATHEMATICS,2023,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2132,MATHEMATICS,2023,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2144,MATHEMATICS,2023,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2514,MATHEMATICS,2024,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2532,MATHEMATICS,2025,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2580,MATHEMATICS,2025,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2643,MATHEMATICS,2025,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2661,MATHEMATICS,2025,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2741,MATHEMATICS,2026,CALCUL_LITTERAL_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,80.98,0.67,0.75,0.651,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2136,MATHEMATICS,2023,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,75.68,0.72,0.75,0.658,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2227,MATHEMATICS,2024,FONCTIONS_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,75.68,0.72,0.75,0.658,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2171,HISTORY_GEOGRAPHY_EMC,2023,PREMIERE_GUERRE_MONDIALE_SKILL,NONE,75.36,0.79,0.7,0.791,
2792,HISTORY_GEOGRAPHY_EMC,2026,PREMIERE_GUERRE_MONDIALE_SKILL,NONE,75.36,0.79,0.7,0.791,
2154,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2155,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2156,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2157,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2158,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2159,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2160,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2161,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2162,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2163,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2164,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2375,FRENCH,,ACCORDS_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2376,FRENCH,,ACCORDS_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2377,FRENCH,,ACCORDS_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2378,FRENCH,,ACCORDS_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2379,FRENCH,,ACCORDS_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2380,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2381,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2382,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2383,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2384,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2385,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2386,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2387,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2388,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2389,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2390,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2391,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2392,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2393,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2443,FRENCH,,ACCORDS_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2447,FRENCH,,ACCORDS_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2448,FRENCH,,ACCORDS_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2449,FRENCH,,ACCORDS_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2500,MATHEMATICS,,AIRES_ET_VOLUMES_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2671,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,74.0,0.55,0.9,0.575,MISSING_ARCHIVE_LINK
2265,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2266,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2267,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2268,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2269,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2270,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2271,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2272,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2431,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2432,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2433,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2434,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2435,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2436,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2438,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2439,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2440,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2441,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2483,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2484,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2485,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2487,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2489,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2491,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2492,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2493,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2494,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2495,FRENCH,,COMPREHENSION_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2695,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2696,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2697,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
2698,FRENCH,,EXPRESSION_ECRITE_SKILL,MISSING_ARCHIVE_LINK,73.28,0.67,0.9,0.593,MISSING_ARCHIVE_LINK
